Row,i01.a,i01.b,i01.c,i01.d,i01.e,i01.f,i01.g,i01.h,i01.i,i01.j,i01.k,i01.l,i01.m,i01.n,i01.o,i01.w.1,i01.w.2,i02,i05,i10,i11.a,i11.b,i11.c,i12,i13.1,i13.20.11,i13.20.12,i13.20.13,i13.20.14,i13.20.15,i13.20.16,i14.1,i14.2,i14.3,i15.a,i15.b,i15.c,i15.d,i15.e,i15.f,i15.g,i15.h,i15.i,i15.j,i15.k,i16,i17,i18,i19,i20,i20.w,i21.1,i21.w.1,i21.2,i22,i23.1,i23.2,i23.3,i24.a,i24.a.w,i24.b,i24.c,i24.d,i25,i26.a,i26.a.w,i26.b,i26.c,i26.d,i26.d.w,i26.e,i27.a,i27.a.w,i27.41,i27.41.w,i27.42,i27.42.w,i27.43,i27.43.w,i27.44,i27.44.w,i27.45,i27.45.w,i27.5,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i37.w.1,i40.11.a,i40.11.b,i40.11.c,i40.11.d,i40.11.e,i40.11.f,i40.11.g,i40.11.h,i40.11.i,i40.11.j,i40.11.k,i40.11.l,i40.12,i40.13,i40.2,i40.3,i41,i45,i45.w,i50.a,i50.b,i51,i52,i55,i60.1,i60.2,i60.3,i61.1,i61.2,i62,i63,i64,i65,i66,i67,i70,i71,i72,i73,i74,i75,i80,i85,i90.1.a,i90.1.b,i90.1.c,i90.1.d,i90.1.e,i90.1.f,i90.1.g,i90.2.a,i90.2.b,i90.2.c,i90.3.a,i90.3.b,i90.4.a,i90.4.b,i90.5.a,i90.5.b,i90.5.c,i90.5.d,i90.5.e,i90.5.f,i91,i92,i93,i95,i99,m01
p01.k,34.03,93.49,36.02,44.20,39.77,63.81,44.99,71.29,14.50,50.41,1.73,3.25,7.81,55.26,26.62,94.00,5.64,75.72,6.62,1.09,87.81,20.01,41.20,41.65,31.81,57.31,98.76,75.81,78.60,90.66,51.21,60.33,29.87,68.78,37.31,19.16,7.17,89.45,29.42,10.88,9.19,65.09,44.45,78.26,76.05,36.75,41.64,99.29,19.60,80.69,77.94,94.51,26.73,66.49,82.74,60.90,88.44,22.33,78.29,5.42,96.22,19.89,84.07,72.06,39.67,57.09,68.14,83.02,20.39,45.75,91.92,8.56,33.65,22.46,44.03,40.18,34.96,9.92,15.73,69.37,1.58,45.14,25.55,44.01,1.07,5.28,90.39,67.15,84.45,32.35,8.64,79.69,54.88,13.18,94.20,62.93,45.37,95.29,83.40,90.24,34.23,5.70,35.83,71.70,92.73,92.01,95.87,79.21,71.87,40.92,55.76,53.68,41.77,40.06,79.73,94.50,29.38,76.40,65.10,46.80,59.52,15.51,47.20,14.61,28.30,99.70,30.87,72.26,17.88,50.34,26.90,65.07,9.70,4.40,62.61,35.94,15.05,28.07,60.53,96.68,2.52,81.66,18.55,59.89,40.03,19.75,61.31,9.66,50.92,88.46,76.59,89.15,55.72,93.87,70.45,45.84,96.10,11.90,3.29,45.06,95.37,72.62,65.12,21.67
p01.l,83.81,87.15,37.42,36.76,61.01,45.00,16.70,64.94,47.85,71.40,53.90,80.85,92.57,98.14,25.55,4.68,96.80,8.34,22.15,5.88,53.14,48.23,12.56,95.74,50.72,63.19,18.71,54.61,0.50,6.83,40.92,74.73,13.26,6.79,14.89,12.02,83.54,17.11,90.34,3.34,82.18,19.36,71.76,63.61,23.23,26.36,97.67,15.92,69.66,29.49,90.32,61.60,13.64,10.69,51.36,71.60,3.56,11.83,81.15,93.43,8.29,50.80,87.35,82.99,32.11,90.74,15.93,4.31,8.70,41.24,41.64,91.73,95.69,10.27,44.93,5.31,90.03,40.69,40.54,42.59,67.72,97.17,26.53,80.27,85.28,39.39,83.50,20.54,16.31,84.11,9.67,67.22,57.97,20.85,22.91,29.34,66.84,20.28,11.88,12.15,49.84,47.18,40.27,51.63,27.00,2.86,44.53,72.18,33.84,35.77,21.15,88.38,74.20,48.37,25.15,59.81,99.81,72.68,3.97,66.00,64.74,77.91,45.21,21.69,54.63,53.46,51.25,16.29,41.21,14.40,93.69,88.72,28.02,19.46,68.32,64.27,30.66,60.91,41.13,2.06,57.45,6.58,84.68,3.38,63.76,86.96,5.89,13.02,9.49,67.59,55.15,89.59,31.27,14.71,79.18,1.49,18.00,21.13,46.96,1.16,28.51,43.98,36.98,65.03
p01.m,27.05,85.17,21.57,71.85,44.26,19.35,79.65,90.51,98.64,75.31,88.78,97.39,44.76,96.31,76.28,22.36,73.17,26.39,27.46,76.22,65.43,1.74,74.30,42.03,84.22,33.16,70.23,10.26,73.38,32.14,29.72,20.71,77.36,53.17,30.45,15.23,65.77,55.14,46.17,54.76,34.24,86.88,25.16,47.26,46.06,53.69,39.89,91.64,4.29,49.59,38.88,24.80,81.89,90.02,96.10,35.19,57.36,91.95,69.77,74.55,89.54,87.19,74.29,46.13,39.39,14.15,10.46,7.39,23.69,22.90,65.43,93.84,14.26,9.57,43.12,43.17,5.80,6.93,50.91,68.52,57.89,24.78,32.33,45.60,92.63,2.61,65.67,59.10,88.07,21.88,22.49,95.62,46.00,93.72,84.77,34.98,38.46,36.00,47.68,66.49,35.33,29.06,77.93,3.42,19.52,59.32,67.69,77.73,84.30,91.64,19.70,27.72,73.22,83.14,25.94,80.95,23.50,93.46,17.39,14.63,31.09,85.26,11.88,60.41,80.44,87.79,78.26,26.09,38.60,27.60,52.42,84.40,50.30,13.11,34.41,30.15,80.20,99.04,24.13,77.44,65.90,72.74,22.14,76.56,90.98,59.14,61.47,1.79,40.14,85.36,95.78,90.85,17.43,69.88,88.52,53.29,83.61,75.38,35.15,66.44,64.61,72.86,3.46,12.12
p01.n,0.66,81.32,58.19,62.68,71.07,74.01,58.93,39.30,81.66,77.13,9.40,22.77,9.01,38.35,66.47,0.64,66.68,23.28,80.56,76.07,61.06,56.71,53.87,21.32,35.62,72.95,96.68,85.43,66.82,47.79,15.59,42.74,94.75,68.19,97.53,14.62,4.86,16.91,85.82,89.35,25.03,85.90,58.38,53.85,91.52,33.37,34.85,27.30,96.71,93.23,66.33,77.75,29.80,79.47,97.10,62.57,98.33,56.02,25.31,61.46,76.34,18.00,46.10,37.02,35.68,25.10,15.58,97.31,1.97,69.32,41.48,83.41,41.20,41.32,74.86,76.07,63.44,30.57,87.60,96.24,40.94,62.15,40.53,24.16,47.83,4.34,71.57,71.12,41.42,39.79,77.03,16.87,73.26,16.31,69.82,47.00,33.69,12.56,49.79,89.01,60.51,49.36,99.54,93.40,30.12,36.56,7.93,22.16,92.00,47.20,87.09,52.49,92.28,6.54,94.57,43.07,24.59,62.69,46.82,77.10,64.97,28.05,98.61,87.12,76.08,90.20,64.71,40.40,69.60,58.04,0.17,19.36,27.89,49.09,33.18,96.35,34.35,44.75,85.06,25.25,93.76,24.16,28.18,74.64,91.55,55.72,79.16,2.04,99.92,31.66,55.29,63.36,84.55,34.97,48.08,27.09,61.84,16.55,41.78,18.76,73.76,44.22,1.31,43.14
p01.o,84.01,29.41,17.84,1.04,45.73,61.61,32.76,89.27,93.07,66.54,9.23,65.15,58.20,18.15,72.62,36.51,24.08,27.59,1.92,34.34,34.86,52.44,85.84,15.35,42.08,85.63,98.56,45.54,94.11,34.18,0.66,3.77,56.93,55.29,75.84,99.61,92.14,59.04,19.15,98.71,16.81,73.12,46.25,52.16,14.06,18.42,65.85,19.34,1.69,46.23,80.43,49.37,79.14,43.53,16.75,64.04,70.07,36.08,77.17,33.82,76.97,46.89,8.24,72.63,69.08,12.33,63.77,53.50,83.83,90.69,76.69,97.53,38.79,31.26,61.18,85.22,98.00,67.76,2.08,4.40,57.70,65.53,63.04,69.91,82.91,37.45,96.69,99.68,80.74,77.03,75.59,33.30,14.57,20.03,54.92,47.59,59.08,86.03,9.47,51.76,70.95,88.32,27.81,78.24,52.88,25.61,9.46,13.14,17.04,20.89,93.49,72.38,63.38,38.53,59.25,44.42,3.16,70.11,5.62,43.14,90.33,2.85,44.02,66.79,26.37,84.82,62.72,74.13,63.38,22.58,69.85,19.05,78.64,80.44,61.01,23.94,66.00,72.83,97.25,26.48,90.51,8.58,51.63,94.04,47.26,52.20,11.19,86.32,1.17,27.13,21.22,17.26,48.91,64.64,37.83,38.05,42.61,49.31,82.93,91.39,77.14,69.69,35.43,46.07
p01.w.1,85.11,35.34,52.22,0.42,59.94,93.86,78.15,98.24,25.40,66.02,92.28,3.99,58.86,47.97,59.99,12.35,17.30,40.49,90.87,53.01,86.43,39.53,52.23,88.91,36.24,90.19,91.35,92.19,79.27,35.66,93.10,72.46,36.68,8.25,34.38,22.61,81.02,32.13,13.98,81.30,97.07,37.44,69.90,83.67,99.82,77.92,38.73,8.86,38.96,16.37,89.53,62.83,54.10,60.03,8.28,18.25,60.42,16.07,18.84,64.49,28.63,68.91,44.90,24.83,13.03,73.10,62.77,6.72,61.61,3.32,63.54,10.11,79.29,27.51,40.28,24.00,22.72,56.17,30.89,31.75,74.69,37.21,47.20,6.14,42.33,99.17,64.36,81.41,97.80,40.82,76.03,65.19,4.83,76.07,92.05,53.96,26.41,11.83,13.46,82.15,82.31,32.23,48.86,87.01,58.82,1.22,74.08,66.70,24.41,24.92,61.12,24.34,75.98,41.99,15.05,81.42,34.31,74.47,60.72,5.67,74.83,56.30,84.53,50.52,94.27,21.69,66.57,21.73,38.12,40.24,29.70,45.83,92.69,60.90,79.54,83.49,72.54,10.39,28.13,82.74,88.82,93.10,48.79,47.46,99.59,71.30,43.06,19.51,41.41,80.88,52.43,24.66,9.71,35.00,3.71,92.72,37.52,75.75,15.09,61.39,85.60,72.55,49.76,67.56
p01.w.2,20.03,74.57,90.97,47.82,3.63,50.01,5.60,93.75,57.61,95.05,97.74,23.65,16.46,20.28,32.81,96.88,13.88,23.35,10.47,35.01,20.34,91.12,18.19,5.45,81.81,31.09,43.40,66.89,17.82,33.52,83.45,45.28,6.75,83.67,39.45,96.50,33.99,94.77,90.75,15.94,26.95,91.00,98.75,79.58,12.18,59.66,85.10,16.02,7.64,39.04,21.70,23.26,96.47,80.07,86.92,73.34,57.50,14.41,87.10,7.77,62.94,44.85,43.48,37.06,57.52,11.80,19.95,71.65,6.97,15.63,9.68,10.44,96.24,15.94,67.08,7.15,70.10,16.27,24.46,49.19,10.65,46.56,19.32,27.29,43.26,35.38,52.43,7.62,86.95,40.44,69.74,74.80,72.97,86.42,55.14,94.10,18.77,44.95,68.85,70.75,0.50,21.85,83.63,73.62,53.03,3.98,75.38,96.74,79.39,30.83,90.44,98.12,18.76,55.20,97.45,12.58,9.97,53.16,90.96,84.39,48.61,96.77,94.87,98.63,93.74,40.92,1.38,50.23,83.64,57.57,77.60,36.33,81.69,72.39,26.30,71.08,72.72,91.86,57.11,22.61,65.17,95.93,29.76,99.46,97.52,82.48,38.17,58.25,0.73,76.92,99.84,5.24,79.97,32.58,14.92,17.53,11.27,91.75,85.07,46.09,89.31,49.51,37.54,5.25
p02,69.71,67.57,53.05,11.90,49.94,88.84,9.87,51.82,23.97,91.45,61.08,48.13,42.58,12.05,71.86,80.24,81.23,53.26,54.59,69.92,5.57,39.52,69.64,76.38,31.24,99.39,41.65,86.89,17.48,94.68,85.62,48.68,19.34,77.85,36.43,72.46,33.84,19.91,95.43,21.66,4.72,17.50,54.31,0.78,29.83,85.02,90.78,89.36,67.64,83.82,15.93,22.18,72.39,85.76,42.54,47.83,37.12,13.05,95.57,38.75,89.98,47.84,46.00,90.99,12.27,10.13,57.47,12.67,54.34,0.01,41.61,51.97,41.38,77.67,70.76,95.21,97.85,44.95,74.22,79.26,6.97,29.67,62.19,69.63,91.39,74.85,73.68,83.49,89.86,79.42,84.47,41.55,14.90,13.98,81.74,36.99,29.08,31.44,93.63,32.33,59.95,59.16,44.19,75.68,44.57,93.86,87.44,32.85,79.57,13.52,79.57,40.97,93.87,21.72,9.96,97.74,29.57,28.29,36.38,12.47,99.12,46.35,62.65,63.89,42.94,64.90,44.45,97.41,94.59,98.84,40.34,26.32,71.89,59.26,45.13,19.57,5.64,11.38,68.34,55.75,83.12,28.37,65.20,24.58,75.47,56.73,82.15,32.39,53.89,77.45,98.13,64.44,68.37,28.20,89.00,63.34,36.78,78.83,5.72,77.56,35.99,95.84,64.08,1.21
p05,72.01,39.36,0.23,30.04,3.69,66.60,49.55,92.69,91.30,30.45,70.68,55.99,79.44,75.42,5.63,59.99,59.85,41.17,75.25,72.29,51.65,89.17,47.98,54.04,33.88,88.15,88.81,85.54,54.02,48.48,90.57,76.21,53.51,11.62,77.34,26.28,97.62,5.76,60.25,2.99,33.49,60.34,49.96,20.22,78.44,86.78,75.26,45.24,56.67,84.27,11.39,23.85,27.67,1.01,2.84,75.93,49.29,40.01,33.69,42.85,0.71,81.26,64.64,54.35,94.30,60.80,7.81,7.21,27.83,46.52,41.42,94.05,69.89,64.09,18.51,94.83,64.99,36.50,82.28,59.94,61.16,91.70,91.93,63.58,86.70,71.26,41.07,67.64,49.52,59.64,8.09,77.76,40.56,54.20,0.62,74.59,40.16,55.36,32.65,96.54,46.30,37.90,11.91,20.96,23.16,24.75,52.23,90.20,8.65,3.93,35.07,71.96,26.87,96.09,63.06,44.04,12.02,65.71,31.19,66.45,22.66,81.02,47.29,47.67,13.19,23.52,85.54,50.62,97.41,25.05,9.20,70.36,58.73,0.10,5.46,43.85,77.99,70.12,74.84,45.84,3.86,80.29,90.71,61.29,94.89,24.64,0.68,38.60,40.16,37.67,12.10,76.60,29.34,28.13,76.67,72.39,28.68,56.67,86.34,78.74,69.48,8.60,70.21,95.17
p10.a,40.76,6.15,11.42,38.48,32.09,34.46,27.30,56.07,74.11,81.38,24.93,38.03,94.72,96.65,42.39,59.15,59.72,62.43,4.83,57.20,33.79,31.26,64.59,42.27,96.60,65.14,5.10,12.99,32.56,55.92,77.88,80.84,77.48,82.09,2.09,19.60,43.81,92.72,33.05,55.48,11.29,97.58,54.00,61.51,94.54,26.65,26.09,86.98,0.58,96.06,41.45,4.01,59.69,90.19,89.31,75.80,88.59,91.41,79.59,83.56,63.49,97.18,27.11,52.59,72.48,74.07,18.21,8.60,72.69,62.12,11.44,77.89,30.14,91.09,48.42,54.49,57.82,74.65,31.27,82.84,10.39,91.20,14.98,0.58,41.07,98.59,14.74,88.55,14.95,53.89,63.09,3.31,61.04,8.58,32.03,23.36,83.95,8.90,85.71,71.95,97.40,35.30,26.11,18.85,49.26,12.21,92.72,46.22,87.59,22.43,30.43,75.50,9.59,2.79,50.71,73.27,54.89,12.12,71.52,72.68,48.90,81.90,47.84,48.67,44.90,94.82,93.93,93.90,30.40,49.17,19.47,86.85,1.44,54.86,54.03,97.51,8.16,30.96,6.67,45.14,71.13,21.67,3.15,59.93,88.55,87.75,52.25,1.99,53.07,5.46,52.68,15.20,49.93,95.61,98.62,43.29,2.58,81.17,6.29,52.90,57.17,90.53,20.09,39.06
p10.b,78.99,87.70,36.66,55.96,62.66,39.16,35.77,80.07,15.01,60.39,73.53,86.89,23.00,96.02,38.29,9.09,6.84,17.13,66.88,99.03,44.10,6.58,31.47,77.63,33.63,12.48,83.23,21.97,46.84,17.75,43.15,99.42,26.86,68.41,41.33,37.70,14.83,46.19,65.47,72.54,63.25,71.65,14.26,13.33,39.78,37.63,72.67,78.20,52.42,41.30,38.54,24.80,55.24,34.53,11.29,33.88,49.96,37.42,12.94,1.97,53.46,92.21,21.47,51.07,17.65,43.72,66.11,19.49,5.41,57.40,55.92,81.73,5.79,12.11,46.33,4.59,9.95,8.48,80.72,59.39,62.33,8.35,66.71,50.49,54.59,29.79,14.19,4.49,54.56,94.70,23.60,10.22,69.83,51.53,15.45,56.14,53.15,23.01,23.85,39.17,37.88,80.33,86.69,73.35,5.98,69.26,46.94,18.63,93.99,47.63,48.24,53.05,5.67,92.52,30.68,75.41,15.99,46.80,89.70,19.14,17.17,58.54,34.41,64.58,41.46,94.95,22.00,91.74,9.08,5.77,86.77,47.09,96.65,38.40,5.67,86.96,22.17,10.69,63.58,67.06,65.99,77.23,93.98,86.57,27.27,36.20,10.79,68.60,49.11,26.00,23.44,97.40,62.72,71.48,31.88,65.87,23.99,81.53,81.45,1.09,70.68,64.69,21.81,84.31
p10.c,87.23,14.08,35.63,67.72,92.55,76.28,28.73,2.07,61.30,75.52,79.41,86.94,26.43,14.12,65.39,54.98,33.00,63.70,41.01,17.83,61.72,24.99,17.07,80.37,4.15,13.30,22.85,33.85,55.22,26.84,21.70,96.47,1.86,84.96,35.53,54.04,83.57,34.42,72.37,13.43,76.41,18.28,49.49,24.68,40.69,40.20,47.54,15.33,61.64,91.88,50.43,17.67,55.73,72.30,95.19,40.00,88.33,37.36,39.53,92.21,20.86,34.26,2.94,49.27,69.58,84.58,12.24,33.36,0.30,9.24,43.70,12.93,51.61,76.36,94.67,50.69,18.22,20.80,32.16,70.68,33.48,18.13,76.59,7.11,39.05,97.41,15.91,8.57,72.92,27.52,21.93,71.48,51.23,87.71,79.11,71.96,37.86,54.72,78.20,0.40,95.27,24.00,50.95,37.98,54.45,80.85,72.86,32.48,58.61,3.73,32.77,25.78,80.26,88.66,31.72,58.89,1.39,55.48,43.47,84.02,8.76,7.11,68.51,23.40,82.00,25.59,40.23,95.72,18.25,77.36,13.68,7.79,90.97,93.23,87.67,40.92,87.79,91.04,37.86,56.51,96.39,58.96,76.45,55.11,72.63,12.15,88.96,33.36,20.82,33.57,89.39,37.30,5.56,22.42,52.97,74.42,80.11,82.73,41.71,57.46,21.46,50.68,32.06,78.10
p10.d,15.66,97.20,47.79,11.06,40.95,59.23,8.08,43.10,82.76,8.60,47.09,46.01,68.00,66.51,58.50,71.40,46.18,5.10,88.16,48.14,46.10,53.52,25.11,10.01,67.66,31.41,11.01,80.71,64.84,98.07,29.64,96.16,11.43,85.84,92.22,73.84,15.24,81.86,22.70,91.27,23.05,38.02,25.09,68.69,28.13,75.93,95.63,71.76,8.57,96.57,18.65,30.65,17.12,32.41,73.57,87.42,11.70,68.21,36.28,64.37,44.93,21.07,66.28,9.35,63.40,24.83,17.44,37.09,82.77,48.78,6.82,17.79,86.29,22.55,46.85,23.30,38.40,63.59,88.25,85.97,19.67,53.65,1.51,88.28,31.10,50.83,29.77,87.84,64.01,34.09,56.37,62.99,30.15,86.04,91.79,90.67,82.22,97.68,6.06,82.39,4.69,74.01,53.89,79.39,7.64,18.06,19.65,63.09,14.27,34.65,41.86,32.51,75.60,58.39,43.17,17.05,74.97,6.99,80.43,81.08,78.36,29.76,51.10,26.10,61.98,41.43,80.26,56.84,60.46,13.74,99.08,25.72,79.50,66.69,77.21,5.41,45.37,33.70,5.24,21.93,0.79,92.84,39.77,4.88,4.79,5.09,26.93,20.34,33.99,5.31,53.86,11.53,78.95,81.95,55.77,65.96,29.88,98.33,33.66,96.29,11.90,54.37,21.86,31.04
p10.e,76.75,32.00,91.03,50.51,64.95,87.44,71.13,64.96,15.16,53.37,81.26,76.56,26.79,37.08,15.07,20.40,63.94,29.36,19.66,51.18,32.81,68.94,17.20,76.78,94.12,68.74,50.26,10.48,59.64,45.52,58.74,75.64,60.00,61.75,72.38,68.05,37.09,91.26,17.75,20.06,9.99,3.41,64.39,35.59,1.43,53.11,24.67,42.84,61.07,67.93,25.37,61.09,4.76,3.96,66.96,97.68,22.81,71.88,1.53,69.85,68.53,33.87,85.50,48.27,52.46,26.55,95.23,4.51,63.01,62.99,96.24,50.21,77.71,44.65,29.17,85.31,89.86,42.10,54.01,49.43,27.33,55.53,85.52,35.80,69.24,96.84,60.80,82.57,55.64,33.40,24.08,75.25,31.54,53.00,32.20,10.52,69.96,25.81,13.00,0.82,0.18,36.34,53.75,32.16,28.02,83.16,18.69,61.63,86.85,38.81,79.12,35.60,46.81,28.39,53.18,12.78,65.18,38.41,69.50,12.52,56.32,83.88,63.09,27.84,62.62,21.78,85.56,24.09,43.03,96.25,72.04,50.73,63.24,24.58,78.37,93.45,44.02,17.98,9.92,0.13,72.12,59.22,99.74,42.25,99.93,15.12,10.69,23.17,93.20,87.75,69.90,59.52,46.08,29.44,94.64,39.86,8.86,93.37,43.04,13.91,35.15,74.64,34.57,62.67
p10.f,18.88,15.56,82.07,41.29,95.30,63.80,84.59,3.61,11.02,68.43,36.10,44.44,30.02,0.51,99.56,22.89,53.34,51.91,26.92,61.94,93.38,2.71,25.51,41.20,36.62,42.81,59.97,89.78,27.14,68.02,58.06,14.21,0.06,8.94,96.58,79.92,57.88,36.10,82.11,64.14,64.30,85.60,65.29,6.58,31.74,96.39,81.09,51.49,61.82,3.53,29.23,35.81,28.79,50.44,63.28,42.33,65.35,37.41,40.68,65.98,85.41,16.06,17.41,37.82,19.66,52.07,27.54,70.73,90.01,63.67,22.77,35.75,53.81,64.35,96.34,5.70,61.66,33.68,20.73,53.69,30.94,35.83,5.94,17.64,9.01,70.92,1.33,72.00,99.99,78.17,53.99,72.72,56.87,3.16,76.48,52.57,83.81,9.70,78.11,72.11,93.68,8.25,99.75,98.88,24.67,82.88,35.20,29.71,20.50,41.62,35.53,16.06,9.34,4.27,2.64,46.74,77.22,10.97,71.15,97.89,38.70,15.29,41.72,84.12,44.08,45.73,84.86,58.47,17.65,91.68,33.91,85.94,32.53,49.65,93.64,11.06,71.39,13.49,91.16,61.79,69.95,27.49,48.00,64.90,28.88,85.39,87.21,99.51,10.68,99.64,92.98,58.69,9.03,69.17,13.73,62.79,13.55,87.09,60.26,25.47,74.84,24.42,67.75,8.86
p10.g,83.75,44.64,0.17,10.33,20.20,36.49,16.54,46.48,41.04,35.07,97.74,51.52,64.16,33.82,85.83,97.13,42.02,39.07,26.14,80.64,67.72,79.28,20.95,34.70,81.85,1.98,5.03,50.21,91.08,15.87,31.48,99.32,27.38,14.00,91.75,12.74,79.29,48.22,71.17,19.25,40.38,81.65,15.36,8.21,16.01,85.97,77.90,74.16,76.22,4.20,96.45,73.05,99.39,49.07,64.39,26.11,78.05,58.57,55.69,28.78,4.19,85.62,44.63,77.68,22.71,59.29,60.89,69.84,11.01,20.37,14.44,65.51,91.96,25.97,7.52,35.34,88.65,97.01,69.33,91.39,6.59,41.39,52.15,79.41,11.59,58.41,97.19,64.96,77.22,6.03,31.21,83.25,86.72,2.78,52.40,53.17,12.09,92.20,42.66,77.85,95.71,16.38,59.72,95.04,44.60,57.09,94.25,62.25,59.93,71.78,0.16,71.97,35.44,34.76,4.97,94.94,37.73,75.24,25.14,72.20,32.21,56.52,36.12,59.26,35.10,30.83,2.19,54.33,90.25,22.37,29.59,21.34,31.13,11.73,52.02,14.31,32.73,56.92,48.33,51.95,37.77,17.78,49.73,13.30,91.97,98.09,0.97,7.28,39.11,30.55,57.63,95.49,24.82,2.68,68.42,29.39,23.07,18.26,54.79,90.80,19.03,43.25,7.90,8.06
p10.h,79.24,98.36,15.34,69.49,79.50,77.75,4.47,90.26,28.72,22.24,95.07,14.09,90.88,71.74,56.37,50.49,93.62,52.53,10.20,24.41,50.34,41.28,24.00,13.45,15.08,78.30,36.39,88.15,12.53,41.21,11.93,7.73,37.98,33.92,73.35,85.00,71.47,32.59,60.07,24.68,87.64,78.53,92.33,4.26,25.66,53.32,16.68,13.81,45.47,25.02,62.23,7.33,65.44,17.84,1.74,4.96,12.87,14.60,29.81,96.75,9.49,47.26,26.50,0.37,86.23,80.16,6.89,14.35,35.54,94.99,93.60,96.72,19.89,40.41,74.75,37.12,60.84,46.33,93.60,0.54,98.38,23.34,18.07,17.42,40.92,20.23,47.79,61.37,2.43,65.17,3.23,85.98,6.38,94.81,23.30,90.27,88.78,69.42,19.20,1.86,80.86,30.49,5.03,19.31,32.00,74.63,6.58,81.52,99.55,81.52,18.30,0.16,88.59,16.27,73.51,98.42,62.37,94.47,14.55,15.48,48.75,52.17,92.32,38.43,38.59,42.89,55.61,47.31,51.57,70.19,31.60,88.57,43.62,52.85,67.40,51.34,31.30,42.70,37.74,76.88,12.42,1.45,79.79,36.03,28.86,44.22,86.35,80.33,37.82,87.83,49.00,34.77,95.63,99.02,73.59,45.65,1.70,27.17,57.45,26.07,73.63,52.99,4.69,4.18
p11.a,50.57,61.39,50.08,94.21,54.67,57.48,96.20,38.29,39.04,46.24,8.60,68.39,5.34,80.54,33.65,27.59,45.14,82.05,40.54,20.28,76.10,80.87,77.48,53.76,25.85,91.21,6.13,40.08,98.38,60.10,26.07,10.79,25.49,83.99,87.02,26.66,81.00,25.93,70.30,4.90,58.21,1.11,64.25,92.95,88.67,79.83,87.49,62.35,87.96,12.86,15.31,90.50,78.10,88.48,40.47,85.58,68.55,95.70,41.15,39.07,81.09,55.94,35.22,0.32,46.19,74.94,41.98,34.44,14.85,61.60,3.40,82.64,46.67,16.39,63.50,52.22,75.30,42.08,87.51,98.12,0.59,66.98,34.22,99.41,80.16,19.10,34.34,82.44,23.97,64.48,21.45,18.60,89.04,17.93,46.29,53.86,53.22,71.39,26.98,35.91,6.09,8.23,20.76,11.16,71.39,43.57,7.04,86.01,33.70,60.18,85.74,42.86,1.13,28.74,25.95,61.76,3.50,99.62,50.58,75.10,80.68,52.88,79.07,41.55,98.75,9.77,35.19,87.17,98.62,89.89,91.03,21.71,2.18,84.49,22.08,30.64,7.09,62.79,94.65,98.21,42.28,15.38,61.74,43.43,76.75,66.68,14.21,33.28,87.82,31.65,39.58,30.70,52.89,49.05,67.80,64.63,77.13,39.30,81.89,47.02,65.54,21.01,56.34,99.33
p11.b,38.10,14.29,13.59,63.60,98.16,11.44,1.60,0.04,42.99,27.56,71.91,21.22,42.29,57.90,87.62,35.59,97.24,78.57,63.59,12.31,94.21,66.01,51.89,5.21,4.07,36.19,81.11,41.65,60.39,45.48,30.34,66.35,24.61,95.86,37.47,30.89,38.69,92.14,40.86,30.79,49.12,72.48,27.00,28.08,37.86,48.54,4.80,65.45,76.62,8.14,28.41,57.68,27.05,49.74,41.08,45.12,46.02,2.37,65.79,64.50,57.96,44.53,22.34,49.04,45.95,36.63,61.51,30.01,27.30,23.04,72.66,60.99,29.53,83.78,38.48,72.72,45.89,72.04,4.53,73.64,24.59,56.89,93.00,48.32,52.96,2.01,50.90,97.62,55.08,14.21,78.69,76.35,38.06,46.29,31.48,18.35,93.34,86.95,48.12,65.91,61.01,33.16,60.78,6.34,49.15,85.12,13.78,39.22,69.11,41.82,23.76,45.14,60.66,3.80,87.03,47.15,33.13,4.47,88.66,17.47,36.79,52.87,36.22,53.34,84.76,84.53,44.10,69.19,74.40,82.10,41.57,53.03,23.75,82.53,16.58,94.77,71.93,34.74,12.39,4.44,25.32,58.03,26.46,39.49,23.16,23.77,7.31,40.26,6.84,31.13,48.64,71.06,27.28,22.94,74.35,68.69,36.21,14.06,41.24,92.00,78.09,38.26,23.73,12.49
