COUNTRY,FLOW,PRODUCT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Austria,Memo: Non-energy use in paper/pulp and printing,Non-specified primary biofuels and waste,25.88,38.33,58.20,32.80,15.20,49.28,34.02,86.41,83.16,32.08,25.13,42.43,18.53,96.86,31.58,11.89,22.95,19.21,16.28,51.21,82.47,70.65,75.11,43.75,32.88,45.13,26.15,82.08,60.67,94.60,77.33,69.35,47.11,33.25,3.90,80.90,65.95,91.79,26.83,66.70,19.01,51.56,26.45,28.42,54.32,69.45,86.52,38.45,44.71,37.49,63.01,28.98,81.86,44.20,26.53,25.58,7.99,92.35,49.32,7.94,11.81,4.61
Austria,Memo: Non-energy use in paper/pulp and printing,Charcoal,75.83,94.67,79.11,8.21,98.10,61.56,10.09,6.14,25.45,0.85,51.65,72.28,28.91,38.04,64.05,27.22,88.62,73.55,13.69,55.36,82.01,97.03,52.60,5.43,12.47,35.51,4.49,25.12,91.81,15.29,31.32,62.31,14.45,10.24,97.70,76.72,1.22,92.45,30.97,71.15,80.08,37.83,54.41,37.38,57.93,23.21,47.43,74.52,86.49,49.67,6.68,56.71,5.42,87.98,4.18,51.51,65.28,18.83,64.80,13.37,67.42,54.54
Austria,Memo: Non-energy use in paper/pulp and printing,Elec/heat output from non-specified manufactured gases,67.16,15.21,39.44,91.17,9.30,43.07,1.28,15.47,25.95,98.38,16.11,69.21,40.82,57.19,10.07,66.97,94.60,40.94,97.68,90.02,52.10,10.23,15.33,79.39,32.07,76.63,43.69,89.47,12.72,46.98,39.07,6.52,92.11,22.49,85.76,61.94,51.68,41.74,99.61,27.04,70.56,74.01,19.04,24.96,15.11,10.81,49.40,55.61,97.10,82.99,41.65,1.00,82.65,89.26,29.62,55.23,32.66,58.42,5.72,76.62,8.14,90.49
Austria,Memo: Non-energy use in paper/pulp and printing,Heat output from non-specified combustible fuels,14.80,1.55,72.65,51.90,43.36,68.25,59.72,61.67,39.39,88.83,96.45,12.23,32.57,61.35,51.56,10.25,49.80,33.73,39.19,31.19,3.88,13.61,72.66,32.87,26.70,56.61,61.43,99.57,74.90,13.09,78.21,94.11,44.37,85.30,66.85,22.74,20.69,30.78,0.86,51.33,79.45,52.95,67.09,24.33,14.89,51.03,92.76,21.03,8.24,37.09,49.94,72.30,35.22,63.06,81.36,69.23,22.42,89.50,2.96,69.53,3.66,42.17
Austria,Memo: Non-energy use in paper/pulp and printing,Nuclear,0.68,48.14,80.68,5.61,84.96,68.80,68.30,46.53,60.37,55.94,1.10,85.42,35.57,80.17,68.24,67.94,3.27,44.23,60.53,48.75,61.16,61.96,2.18,21.52,15.91,2.29,75.32,59.90,10.85,22.02,82.44,6.30,9.58,40.43,8.26,77.62,12.63,0.27,26.20,11.69,31.45,41.85,67.78,39.49,45.45,44.83,1.09,0.29,63.58,37.71,88.19,53.94,76.10,96.21,41.36,69.54,83.85,92.38,45.31,88.38,96.33,30.61
Austria,Memo: Non-energy use in paper/pulp and printing,Hydro,89.00,67.02,34.02,43.35,42.21,75.32,64.71,90.30,16.92,79.72,28.80,40.78,91.50,34.68,5.93,32.70,12.97,14.53,66.59,62.78,53.36,63.89,63.59,81.37,28.49,34.39,75.89,19.25,85.84,20.48,26.00,14.63,62.26,40.34,17.90,35.11,36.41,78.95,39.13,7.65,80.58,36.68,51.81,73.05,25.34,62.55,96.08,27.72,4.99,34.07,94.38,31.37,22.26,98.85,40.59,72.77,66.60,96.37,52.43,82.28,19.30,36.18
Austria,Memo: Non-energy use in paper/pulp and printing,Geothermal,32.42,44.34,71.72,74.98,29.02,57.51,98.08,53.18,90.55,50.43,62.93,82.00,44.07,3.94,32.82,73.20,70.98,95.42,44.61,44.91,56.83,52.16,76.98,1.21,80.55,50.06,65.84,93.05,68.62,71.41,16.80,14.00,89.92,61.14,26.79,8.30,82.84,50.18,51.11,14.46,27.34,91.81,69.28,73.16,7.44,15.39,88.71,60.00,33.91,75.89,25.49,76.80,97.08,32.39,53.48,54.46,85.67,3.28,16.70,30.79,47.97,50.52
Austria,Memo: Non-energy use in paper/pulp and printing,Solar photovoltaics,41.32,59.45,69.44,89.53,43.91,14.47,90.20,85.19,57.97,31.35,50.16,91.63,75.11,74.86,49.45,3.12,60.59,27.20,53.05,78.13,2.51,68.76,77.73,29.78,72.41,85.41,5.62,67.34,20.86,7.67,7.77,43.41,22.67,48.01,11.20,80.95,83.31,98.37,6.02,23.73,31.51,15.64,10.76,71.82,15.29,42.60,64.03,95.35,67.20,99.33,1.80,15.36,12.84,65.87,70.23,63.70,26.62,14.95,52.23,80.17,22.47,42.98
Austria,Memo: Non-energy use in paper/pulp and printing,Solar thermal,47.75,82.54,19.37,70.18,56.68,88.99,29.22,96.19,72.06,20.38,88.53,73.75,32.41,80.69,20.48,55.74,92.14,92.86,67.97,30.56,94.21,3.82,39.18,86.08,38.92,30.79,38.60,81.77,0.39,96.15,39.43,75.82,40.44,85.52,22.17,67.01,87.03,4.32,50.42,55.51,76.05,25.33,9.79,33.69,2.03,36.28,1.48,77.10,23.74,8.36,65.53,30.26,73.41,89.14,13.22,34.05,36.50,77.69,14.65,34.13,55.66,57.63
Austria,Memo: Non-energy use in paper/pulp and printing,"Tide, wave and ocean",62.07,46.60,46.80,59.85,89.26,91.90,13.84,37.81,62.60,45.75,24.22,88.70,7.57,9.68,67.93,11.28,75.04,80.92,98.27,57.97,38.65,12.11,48.30,85.82,18.57,67.39,43.08,49.96,80.21,37.41,84.38,60.26,12.55,31.00,61.07,15.38,37.56,95.19,33.02,38.72,91.94,41.67,45.91,42.74,61.97,62.11,53.13,39.52,62.85,3.33,50.80,98.15,83.42,38.08,84.60,20.90,84.56,17.14,99.32,65.95,34.33,6.38
Austria,Memo: Non-energy use in paper/pulp and printing,Wind,94.72,89.46,60.79,85.57,66.37,72.50,61.13,93.46,23.48,46.23,53.94,6.89,93.74,93.36,66.32,18.31,97.11,32.52,63.51,10.90,15.67,27.03,34.02,27.69,29.30,24.47,96.81,23.49,93.71,86.58,35.93,90.44,31.10,59.08,41.45,92.13,51.27,14.55,38.03,85.26,73.03,67.83,4.75,58.64,49.83,22.72,18.20,1.81,53.12,71.82,40.12,23.77,16.57,83.81,94.62,11.71,53.92,5.98,58.42,59.01,32.76,61.87
Austria,Memo: Non-energy use in paper/pulp and printing,Other sources,78.13,32.51,25.59,93.60,11.49,97.11,10.45,80.57,69.71,4.37,84.96,69.08,89.32,76.89,86.30,9.29,37.84,16.45,84.85,25.63,77.05,32.05,30.34,94.96,18.99,96.57,36.09,13.32,19.54,15.53,91.88,40.12,96.69,61.69,67.00,35.68,9.94,76.91,13.81,33.66,97.72,66.79,78.18,68.27,62.76,23.32,9.91,99.76,55.77,89.91,87.92,4.77,64.10,85.53,64.70,84.38,32.40,14.49,41.20,18.19,41.68,37.39
Austria,Memo: Non-energy use in paper/pulp and printing,Electricity,2.39,59.81,51.59,66.57,80.93,60.67,27.16,46.78,94.19,3.40,64.46,32.36,86.33,89.31,35.99,96.73,14.24,91.36,94.25,4.93,32.86,25.46,14.33,16.68,65.73,1.28,88.82,88.77,70.24,90.81,45.69,21.11,79.64,3.65,57.97,35.58,93.96,24.52,1.45,16.88,12.17,64.25,54.65,90.45,35.37,96.58,84.60,83.27,99.69,90.75,25.63,46.61,65.10,43.38,83.72,34.96,59.58,1.53,72.31,14.61,68.45,64.64
Austria,Memo: Non-energy use in paper/pulp and printing,Heat,32.84,42.77,1.49,57.52,73.39,33.88,13.25,10.45,3.64,84.16,71.60,66.94,61.67,90.63,36.30,12.77,72.14,74.48,43.94,15.75,74.02,86.02,62.14,1.06,68.72,16.79,17.62,15.10,84.43,95.03,99.07,54.64,23.17,54.21,72.79,85.58,57.70,0.30,45.45,62.39,63.85,45.98,73.33,56.60,55.48,23.00,73.47,17.64,7.02,96.57,83.47,15.38,31.53,44.12,38.82,30.62,64.64,79.76,55.42,83.60,35.36,8.36
Austria,Memo: Non-energy use in paper/pulp and printing,Total,42.71,91.66,87.79,84.24,55.82,87.62,70.95,75.72,3.56,84.01,99.82,78.13,75.98,72.60,53.57,60.08,69.05,81.76,17.49,36.97,35.64,40.90,61.60,72.55,2.52,72.47,53.12,60.46,56.29,81.20,82.54,72.33,13.36,25.54,23.58,69.53,41.51,97.37,42.77,53.91,6.74,24.45,5.96,46.27,67.78,73.40,86.83,47.26,72.61,93.04,21.16,31.53,13.16,13.39,75.65,56.53,76.05,65.55,73.88,4.96,1.65,23.67
Austria,Memo: Non-energy use in paper/pulp and printing,Memo: Renewables,84.92,90.65,47.32,49.07,92.05,64.81,69.03,83.51,35.22,32.15,76.37,81.14,74.54,30.69,60.83,59.50,2.25,25.75,47.17,52.53,66.59,23.43,98.34,76.45,49.21,63.45,43.99,5.57,4.03,94.03,42.10,94.51,74.09,86.18,2.33,57.61,20.71,10.21,58.08,97.29,85.86,53.83,61.89,62.76,46.89,38.09,97.66,60.98,13.82,54.65,86.50,56.31,94.90,33.84,12.96,38.75,96.23,55.22,98.28,47.18,32.97,81.19
Austria,Memo: Non-energy use in wood and wood products,Hard coal (if no detail),67.87,45.51,13.43,32.94,38.18,31.22,30.55,7.09,73.53,57.24,74.55,40.18,53.83,95.80,64.73,41.47,21.06,95.07,77.95,5.31,40.49,42.71,56.11,12.78,41.94,50.72,74.91,6.10,6.15,49.55,0.84,17.76,56.34,12.40,85.21,92.26,71.11,73.81,92.64,83.76,61.57,8.27,55.46,95.52,78.00,48.49,22.87,15.00,14.86,46.44,38.60,8.97,84.32,97.24,66.78,29.07,66.61,4.98,78.91,95.99,4.71,48.97
Austria,Memo: Non-energy use in wood and wood products,Brown coal (if no detail),62.94,55.20,69.81,89.25,57.78,69.51,94.91,7.17,52.83,95.85,41.48,48.31,99.02,59.67,63.07,32.30,7.43,50.69,10.29,61.21,47.22,41.82,86.19,44.12,14.09,62.39,34.69,31.19,11.43,62.07,26.36,28.37,15.55,72.53,14.78,33.69,36.90,50.01,96.03,53.20,70.79,53.22,50.07,58.05,70.38,72.66,50.23,41.67,95.57,16.85,40.04,33.03,36.17,11.62,78.36,65.42,33.29,0.61,89.54,54.04,52.19,64.19
Austria,Memo: Non-energy use in wood and wood products,Anthracite,19.62,0.48,70.51,69.63,42.59,18.71,17.83,24.48,99.30,30.98,88.99,96.88,27.38,35.69,88.84,73.80,75.03,99.29,85.81,72.50,28.35,97.58,79.75,42.30,61.34,1.28,95.11,72.80,52.99,76.81,7.38,85.82,62.84,20.71,7.26,56.74,57.20,26.93,70.07,14.90,94.37,88.12,56.50,11.37,81.78,48.63,45.10,76.40,41.53,83.82,71.97,23.63,29.59,89.12,48.46,88.98,71.86,82.56,31.20,38.25,60.21,34.06
Austria,Memo: Non-energy use in wood and wood products,Coking coal,57.49,43.35,42.64,57.26,96.82,61.88,58.91,38.01,11.44,97.55,31.09,68.85,26.48,29.86,26.51,66.39,71.80,96.69,17.59,40.96,24.66,91.03,4.70,69.80,8.80,94.52,65.83,76.60,43.41,23.46,12.13,34.33,75.81,35.70,98.92,51.66,74.13,85.32,46.33,60.06,88.92,34.09,83.52,83.01,48.57,61.15,81.19,98.59,69.62,5.84,51.54,6.92,10.27,55.26,1.58,30.34,54.29,11.01,12.68,94.26,27.05,65.53
Austria,Memo: Non-energy use in wood and wood products,Other bituminous coal,34.96,67.96,9.97,48.13,90.62,31.78,51.64,56.34,70.38,92.98,80.18,4.51,64.73,5.58,95.26,63.69,9.79,78.17,35.29,53.20,20.23,30.57,68.98,11.37,81.12,26.04,57.89,32.03,68.96,69.65,99.48,21.42,93.68,66.28,62.62,47.85,28.66,57.90,26.73,27.07,76.43,83.72,55.44,52.18,73.71,43.18,94.80,70.24,80.80,98.38,88.88,35.08,80.93,34.49,58.13,62.73,81.52,91.40,42.84,85.28,27.16,39.04
Austria,Memo: Non-energy use in wood and wood products,Sub-bituminous coal,58.79,45.30,75.19,57.45,71.23,62.25,4.74,0.30,70.14,23.49,1.80,84.35,98.51,39.22,61.08,87.51,90.72,6.21,0.39,14.89,40.29,66.91,33.69,87.24,70.12,88.98,10.23,97.59,75.13,43.95,82.04,50.77,10.36,88.49,16.06,93.16,16.72,48.71,38.11,46.13,12.12,38.06,51.69,68.58,70.35,55.62,54.25,99.16,54.82,19.01,6.38,58.29,87.29,24.48,10.07,13.69,10.92,42.44,24.68,23.54,90.12,6.56
Austria,Memo: Non-energy use in wood and wood products,Lignite,92.66,18.44,19.24,27.48,18.51,13.96,38.30,12.70,99.51,59.90,63.79,65.37,38.60,12.96,72.75,68.26,29.21,65.28,85.40,96.83,21.20,54.24,5.94,63.74,29.93,96.58,51.19,47.73,58.78,98.12,60.43,95.94,79.97,33.84,1.00,33.23,77.45,94.55,66.96,54.95,77.08,22.51,71.68,19.55,90.07,94.74,71.57,79.42,47.27,93.82,28.96,14.33,86.55,24.68,32.20,18.02,6.78,34.88,78.45,49.43,76.57,60.42
Austria,Memo: Non-energy use in wood and wood products,Patent fuel,70.06,42.26,22.83,93.66,8.04,70.55,33.46,22.85,8.98,47.65,61.76,71.00,1.52,2.72,90.07,73.27,26.05,59.17,69.20,16.05,86.30,31.62,42.94,3.61,2.71,79.35,91.92,19.21,62.85,60.05,34.88,41.75,2.72,79.85,92.82,25.48,38.96,57.32,45.93,19.76,29.39,43.22,53.18,33.98,74.68,19.23,29.96,20.28,73.82,59.04,33.12,43.37,37.64,75.86,49.23,52.50,45.74,17.90,75.89,72.50,62.77,14.76
Austria,Memo: Non-energy use in wood and wood products,Coke oven coke,49.07,73.43,95.54,68.25,13.08,42.28,81.24,33.21,38.46,9.53,8.29,60.16,36.94,74.37,59.98,36.58,98.22,83.74,11.41,95.35,46.43,55.27,96.83,47.54,26.91,3.44,31.35,19.80,39.40,82.21,0.56,22.22,11.45,59.44,3.54,7.58,16.46,63.50,14.41,0.69,95.57,73.98,76.24,29.69,92.75,60.48,45.81,80.07,98.51,11.65,91.80,61.41,30.97,29.16,88.80,33.51,52.61,42.35,92.12,84.37,94.31,59.18
Austria,Memo: Non-energy use in wood and wood products,Gas coke,53.97,20.18,65.75,16.40,57.57,45.24,85.74,35.56,43.11,25.38,60.82,99.29,96.38,53.27,52.80,70.77,52.27,92.20,20.72,10.52,64.83,69.04,36.15,40.91,82.77,64.49,30.80,12.19,5.39,25.49,35.27,3.52,88.67,92.53,80.13,18.80,47.66,1.22,55.38,18.49,26.56,49.63,25.30,69.73,41.25,9.26,62.56,49.16,38.40,64.56,22.73,87.09,82.04,21.85,76.28,95.75,29.90,62.86,6.33,91.23,7.01,65.92
Austria,Memo: Non-energy use in wood and wood products,Coal tar,67.11,45.88,90.32,83.47,91.59,84.99,16.95,30.84,84.39,92.40,74.68,0.43,35.25,46.10,43.94,0.40,21.12,79.38,6.02,29.00,62.36,79.87,75.35,84.23,29.04,5.28,8.16,24.78,93.22,44.37,33.05,62.79,99.09,66.43,57.40,3.11,21.76,86.99,68.40,57.65,12.65,74.63,15.02,0.02,1.24,20.68,1.93,51.59,48.32,71.07,56.21,45.39,29.91,27.27,28.66,48.82,16.82,56.00,14.16,53.99,76.53,37.40
Austria,Memo: Non-energy use in wood and wood products,BKB,88.78,85.48,94.94,30.32,36.47,63.71,76.46,90.43,99.97,73.05,91.94,98.75,26.09,50.17,23.95,59.07,78.06,50.66,73.32,58.35,45.71,63.25,31.91,89.08,1.93,63.68,32.91,16.10,70.25,41.25,72.02,27.86,55.56,87.78,25.48,21.50,56.50,66.87,65.54,84.39,9.43,1.53,15.08,66.33,79.01,89.78,73.78,56.67,98.96,27.65,78.67,20.31,52.03,20.33,81.79,53.89,83.06,42.20,71.54,75.79,76.90,39.63
Austria,Memo: Non-energy use in wood and wood products,Gas works gas,33.85,1.54,60.02,16.38,40.39,29.79,49.48,71.61,72.81,29.28,19.51,49.12,39.27,96.45,50.29,57.45,12.70,61.65,48.20,97.22,95.03,41.18,89.44,89.27,38.81,82.61,20.89,84.38,34.89,32.45,35.03,87.72,6.51,86.16,2.17,54.82,14.02,79.24,73.29,26.52,81.88,45.54,89.94,6.70,57.73,96.89,75.28,25.10,62.46,32.95,59.19,62.73,77.69,72.56,66.12,42.30,26.30,31.70,98.26,9.80,57.65,99.16
Austria,Memo: Non-energy use in wood and wood products,Coke oven gas,88.46,33.92,53.50,13.78,3.83,1.84,53.73,10.53,45.51,56.76,99.15,40.00,5.09,87.30,48.30,88.72,11.02,44.95,60.95,15.74,91.96,62.30,70.26,1.07,46.93,1.67,15.73,88.25,37.37,61.30,98.79,4.96,60.94,23.23,52.16,76.59,74.87,24.59,42.44,85.14,20.73,51.41,88.93,0.97,22.87,76.71,67.98,58.07,87.32,65.12,29.38,88.77,32.48,27.93,65.76,5.22,38.39,72.59,83.10,38.49,42.51,31.93
Austria,Memo: Non-energy use in wood and wood products,Blast furnace gas,75.11,73.50,20.78,1.14,52.28,40.78,76.82,87.44,31.71,35.21,66.13,91.54,42.96,87.65,71.70,24.60,37.68,35.99,95.73,53.14,96.76,59.49,0.47,34.98,65.79,75.59,95.75,73.65,58.71,96.55,75.86,91.80,54.40,98.17,15.11,84.43,95.81,72.96,86.18,94.91,97.93,51.91,47.72,76.48,48.76,43.44,92.28,42.92,83.21,33.96,72.43,25.96,59.38,95.16,96.78,84.40,25.96,47.63,53.33,30.09,58.05,51.06
Austria,Memo: Non-energy use in wood and wood products,Other recovered gases,14.20,18.09,16.17,74.16,45.07,70.05,41.59,26.84,52.85,53.27,88.43,35.81,44.22,59.81,98.57,44.89,26.62,38.24,16.91,86.89,75.72,47.06,30.21,29.19,20.54,6.24,28.77,47.71,59.57,86.99,42.39,92.19,10.18,37.40,97.77,3.74,12.75,5.80,11.83,55.75,55.10,18.15,83.60,36.56,74.82,49.34,26.21,80.28,14.17,35.99,40.19,39.08,75.78,80.51,35.27,48.44,8.60,7.21,12.81,82.09,83.08,44.25
Austria,Memo: Non-energy use in wood and wood products,Peat,72.33,22.82,83.13,53.21,0.29,41.21,6.10,46.73,21.09,7.53,24.69,60.37,86.88,27.05,72.31,41.12,3.89,5.95,72.74,85.57,49.31,5.15,31.78,78.10,95.85,44.27,99.94,45.99,44.40,74.31,33.32,0.53,50.10,93.95,51.79,90.49,20.57,53.65,63.10,83.52,5.39,97.63,11.37,28.10,36.48,38.43,45.32,45.98,40.15,60.29,65.66,9.41,11.01,73.43,65.23,56.96,29.28,78.74,68.83,1.25,94.97,59.83
Austria,Memo: Non-energy use in wood and wood products,Peat products,65.10,90.00,15.06,93.60,7.75,47.17,75.03,97.27,12.83,51.55,47.98,78.79,45.40,71.64,12.36,80.79,31.47,78.04,96.64,42.17,57.58,40.97,49.01,4.28,85.71,12.39,5.00,46.29,77.41,34.99,74.03,67.94,3.11,16.43,59.54,81.36,42.73,38.74,3.36,64.88,36.35,27.80,87.19,55.74,54.33,21.96,47.74,83.27,57.37,32.95,0.19,19.26,66.85,19.71,38.30,29.23,40.86,73.13,16.26,66.99,76.69,38.17
Austria,Memo: Non-energy use in wood and wood products,Oil shale and oil sands,21.20,41.31,54.81,73.45,30.64,54.67,18.95,63.61,41.97,22.58,54.66,14.07,48.93,33.20,86.94,94.48,56.22,93.32,20.08,60.81,95.75,18.41,75.74,57.18,33.86,38.63,86.00,55.93,45.85,24.14,49.73,32.32,79.06,66.40,94.87,46.13,37.11,15.66,13.57,85.88,86.94,63.29,34.21,7.03,71.57,74.71,71.45,41.87,96.04,17.40,87.16,22.82,3.49,81.37,75.08,96.54,69.53,31.54,99.42,24.89,70.78,29.02
Austria,Memo: Non-energy use in wood and wood products,Natural gas,24.33,74.03,44.70,96.63,37.85,21.87,52.01,11.54,28.09,58.47,73.69,55.89,16.88,9.31,48.92,16.53,98.23,90.25,60.30,25.01,79.55,69.57,84.03,24.07,63.47,49.41,40.50,47.07,50.07,1.23,23.78,50.10,18.35,76.00,68.56,93.87,92.74,6.90,35.14,17.99,21.30,26.87,89.02,88.24,69.86,26.36,55.68,98.53,44.19,18.06,34.31,6.88,23.17,58.98,15.32,93.76,67.24,75.59,98.48,54.16,32.68,36.40
Austria,Memo: Non-energy use in wood and wood products,Crude/NGL/feedstocks (if no detail),27.99,97.04,63.08,38.39,30.28,95.23,87.98,62.49,97.24,94.96,92.73,0.83,45.72,91.48,40.95,42.05,88.22,28.11,95.46,59.77,29.87,15.84,63.24,49.15,17.53,15.76,63.20,28.99,57.73,86.06,8.76,41.65,68.99,46.21,23.27,61.09,96.71,30.77,27.38,84.48,58.37,20.35,57.76,6.80,36.65,63.57,77.61,74.02,97.51,88.57,87.38,18.33,46.76,41.70,45.96,96.79,97.19,56.05,2.50,16.33,48.13,47.18
Austria,Memo: Non-energy use in wood and wood products,Crude oil,85.44,8.06,91.00,28.16,18.54,6.46,88.72,36.39,30.50,88.03,82.85,79.23,38.86,13.55,16.62,15.82,65.79,7.99,37.45,12.54,70.19,80.39,58.63,65.54,88.38,92.51,7.21,71.41,58.44,68.60,62.04,37.76,8.47,50.98,39.98,11.89,39.16,43.95,68.34,59.39,33.75,29.09,64.53,28.17,14.75,29.93,98.07,10.96,71.69,15.74,83.88,12.08,93.71,71.65,18.73,27.39,9.02,76.91,77.04,15.40,39.04,59.61
Austria,Memo: Non-energy use in wood and wood products,Natural gas liquids,61.07,4.99,42.44,67.07,72.48,40.80,40.67,99.22,6.78,24.25,69.87,12.50,38.82,20.37,36.68,93.01,29.67,81.88,71.91,39.58,94.43,14.94,8.99,8.69,92.98,96.48,97.35,17.64,99.67,7.14,64.10,31.38,86.25,58.41,91.12,8.24,67.98,28.74,52.73,18.76,49.34,59.56,93.21,51.35,67.41,57.83,12.44,48.34,73.68,7.98,92.93,12.06,80.41,87.14,99.53,73.34,66.95,31.50,34.60,52.38,46.08,93.39
Austria,Memo: Non-energy use in wood and wood products,Refinery feedstocks,35.41,83.27,21.93,24.09,15.19,45.04,9.10,91.01,43.40,41.27,15.55,47.75,77.35,38.61,2.42,8.01,35.75,39.53,73.32,33.61,91.02,88.20,58.50,94.72,56.79,88.35,48.66,42.20,15.38,66.48,60.85,78.48,6.76,96.15,0.32,23.84,64.01,3.12,8.80,36.09,65.50,7.27,15.65,9.89,39.64,73.90,93.58,53.52,68.63,52.05,61.96,33.28,2.04,73.09,51.05,32.59,22.86,97.58,71.72,79.26,18.94,77.96
Austria,Memo: Non-energy use in wood and wood products,Additives/blending components,49.51,71.78,57.73,55.70,8.57,71.41,22.19,0.33,22.27,87.94,71.83,25.46,64.26,71.20,52.35,21.88,52.90,99.96,46.69,58.02,14.39,28.02,78.46,49.82,88.01,70.49,29.81,17.15,14.96,49.51,33.89,28.91,88.02,71.96,44.53,92.55,17.28,4.00,51.57,7.42,19.27,47.46,61.20,32.07,84.50,33.43,20.50,39.93,5.06,50.32,28.93,9.66,84.73,42.13,45.31,3.21,64.04,64.78,76.20,70.11,87.52,78.23
Austria,Memo: Non-energy use in wood and wood products,Other hydrocarbons,68.07,87.07,38.81,67.79,55.22,9.00,72.73,14.19,3.53,61.11,48.39,73.64,37.93,37.10,90.65,99.77,90.22,96.79,36.72,61.12,54.01,17.52,16.04,59.46,35.63,93.13,84.71,69.97,7.79,59.18,74.31,22.80,92.82,74.62,17.87,18.85,33.32,71.50,20.98,98.17,77.07,68.43,54.33,19.28,94.96,6.20,99.61,95.63,30.13,24.26,91.93,57.97,32.23,34.83,18.16,28.66,24.35,45.17,30.85,46.39,76.68,33.89
Austria,Memo: Non-energy use in wood and wood products,Refinery gas,70.00,69.63,1.65,0.59,24.36,83.69,92.87,71.73,58.45,18.39,80.80,59.08,65.99,91.57,60.14,55.12,5.67,0.54,40.41,35.28,17.12,15.03,30.11,86.61,40.15,76.05,81.01,25.35,27.50,85.09,39.82,82.67,97.54,7.49,69.87,8.94,71.55,49.31,99.42,71.37,75.02,3.93,14.88,10.30,6.83,52.23,36.28,88.57,55.36,55.13,89.04,17.07,37.35,13.43,55.04,78.83,26.50,77.53,49.17,39.62,33.50,67.64
Austria,Memo: Non-energy use in wood and wood products,Ethane,82.96,74.55,58.54,62.60,55.57,36.47,4.77,34.37,34.79,73.24,85.82,70.90,19.15,32.23,26.32,81.53,20.90,49.08,18.10,53.57,65.26,75.33,34.54,43.32,71.42,81.58,25.20,71.34,42.45,59.75,27.86,35.98,68.73,85.61,2.19,99.61,72.22,19.42,82.64,88.09,69.00,66.00,93.83,78.19,31.59,89.90,40.33,22.36,33.79,0.23,17.29,97.60,26.93,6.27,98.68,70.22,65.63,73.79,49.58,60.13,73.70,51.49
Austria,Memo: Non-energy use in wood and wood products,Liquefied petroleum gases (LPG),6.16,13.34,41.52,6.21,54.01,70.87,18.45,30.76,44.24,41.50,1.66,33.30,80.55,34.33,60.25,24.68,4.33,15.68,86.15,80.05,2.70,35.50,28.89,52.70,46.89,73.25,9.09,83.44,13.35,49.59,23.60,66.49,6.60,40.89,72.34,43.94,23.55,35.80,5.40,34.33,74.31,40.04,78.99,39.34,36.69,93.43,51.04,33.26,76.01,10.30,99.54,40.14,64.81,70.95,39.29,48.78,96.91,99.39,22.36,27.31,37.49,40.06
Austria,Memo: Non-energy use in wood and wood products,Motor gasoline excl. biofuels,56.28,73.10,59.39,53.70,15.02,98.71,68.74,86.51,76.25,92.43,0.44,92.07,22.32,99.87,13.63,72.10,94.18,96.44,82.95,55.62,4.59,83.64,31.00,48.53,40.69,60.59,27.85,7.52,24.74,23.89,81.25,1.06,63.63,3.96,64.64,95.62,54.07,24.18,52.78,17.76,16.90,50.76,2.92,48.27,5.16,6.87,61.95,22.90,84.84,82.64,6.24,22.50,2.33,38.57,11.66,35.38,35.83,17.85,29.95,87.22,41.29,10.02
Austria,Memo: Non-energy use in wood and wood products,Aviation gasoline,84.28,55.20,94.66,85.61,85.34,36.46,76.60,72.73,87.04,16.29,7.04,11.99,42.27,77.30,82.84,19.12,74.78,94.08,2.71,33.75,89.98,28.97,23.68,66.14,60.94,53.59,71.32,5.34,10.68,59.89,34.35,82.64,6.16,95.69,91.37,95.18,54.22,90.68,59.41,21.12,67.32,68.84,74.75,29.94,77.45,16.73,21.16,83.30,17.64,55.03,36.47,58.08,45.01,11.31,79.52,45.33,35.14,61.95,55.73,62.06,40.32,88.31
Austria,Memo: Non-energy use in wood and wood products,Gasoline type jet fuel,73.02,65.94,80.18,88.46,69.71,17.49,29.11,37.39,3.90,21.27,33.17,87.16,11.11,71.28,35.44,86.35,62.69,87.28,93.12,37.82,72.57,55.79,79.31,8.53,30.65,9.81,89.20,38.18,18.23,60.48,82.63,34.56,99.07,66.97,76.90,2.56,61.86,80.98,3.57,55.85,53.15,0.89,5.54,82.88,53.08,21.58,92.48,23.73,25.45,55.62,70.33,38.93,42.32,85.56,45.28,58.61,36.12,33.54,25.19,92.09,56.62,62.97
Austria,Memo: Non-energy use in wood and wood products,Kerosene type jet fuel excl. biofuels,91.47,69.21,84.57,55.10,39.53,20.71,80.55,67.26,53.33,85.79,34.51,69.87,4.17,73.73,31.42,42.73,32.47,34.81,81.34,15.58,31.11,22.02,71.57,44.83,78.59,94.30,22.09,92.91,13.95,93.35,5.06,61.84,97.10,33.36,4.31,1.63,61.89,85.35,54.20,58.54,73.51,28.77,74.86,46.84,10.84,45.44,51.76,63.89,78.24,69.70,85.12,74.94,7.80,76.69,74.28,29.40,92.40,8.09,23.59,16.19,85.96,23.90
